Zeitstempel:                     Temperatur:
Fri Sep 29 14:03:13 CEST 2023    28.25
Fri Sep 29 14:03:13 CEST 2023    28.25
Fri Sep 29 14:03:13 CEST 2023    28.25
Fri Sep 29 14:03:14 CEST 2023    28.25
Fri Sep 29 14:03:14 CEST 2023    28.25
Fri Sep 29 14:03:14 CEST 2023    28.25
Fri Sep 29 14:03:14 CEST 2023    28.25
Fri Sep 29 14:03:15 CEST 2023    28.25
Fri Sep 29 14:03:15 CEST 2023    28.25
Fri Sep 29 14:03:15 CEST 2023    28.25
Fri Sep 29 14:03:15 CEST 2023    28.00
Fri Sep 29 14:03:16 CEST 2023    28.25
Fri Sep 29 14:03:16 CEST 2023    28.25
Fri Sep 29 14:03:16 CEST 2023    28.00
Fri Sep 29 14:03:16 CEST 2023    28.25
Fri Sep 29 14:03:17 CEST 2023    28.00
Fri Sep 29 14:03:17 CEST 2023    28.00
Fri Sep 29 14:03:17 CEST 2023    28.00
Fri Sep 29 14:03:17 CEST 2023    28.00
Fri Sep 29 14:03:17 CEST 2023    28.00
Fri Sep 29 14:03:18 CEST 2023    28.00
Fri Sep 29 14:03:18 CEST 2023    28.00
Fri Sep 29 14:03:18 CEST 2023    28.00
Fri Sep 29 14:03:18 CEST 2023    28.00
Fri Sep 29 14:03:19 CEST 2023    28.00
